YearMonth,Description,Revenue
2011-06,PAPER BUNTING RETROSPOT,2855.6400000000003
2011-06,DOORMAT WELCOME PUPPIES,2786.54
2011-06,JUMBO BAG VINTAGE LEAF,2776.1
2011-06,DOORMAT FAIRY CAKE,2720.89
2011-06,ASSORTED COLOURS SILK FAN,2706.58
2011-06,DOORMAT HOME SWEET HOME BLUE ,2698.5
2011-06,LUNCH BAG APPLE DESIGN,2685.77
2011-06,LUNCH BAG DOILEY PATTERN ,2671.73
2011-06,3 HOOK PHOTO SHELF ANTIQUE WHITE,2662.53
2011-06,ASSORTED COLOUR BIRD ORNAMENT,2627.64
2011-06,JUMBO STORAGE BAG SUKI,2624.7000000000003
2011-06,ROUND SNACK BOXES SET OF4 WOODLAND ,2596.9500000000003
2011-06,GUMBALL COAT RACK,2593.46
2011-06,REGENCY TEA PLATE ROSES ,2537.36
2011-06,JUMBO BAG ALPHABET,2522.03
2011-06,DOORMAT UNION JACK GUNS AND ROSES,2517.11
2011-07,PARTY BUNTING,14576.5
2011-07,REGENCY CAKESTAND 3 TIER,13987.11
2011-07,DOTCOM POSTAGE,12841.0
2011-07,Manual,11107.8
2011-07,WHITE HANGING HEART T-LIGHT HOLDER,8630.08
2011-07,SPOTTY BUNTING,7182.05
2011-07,JUMBO BAG RED RETROSPOT,6253.87
2011-07,SET OF 3 REGENCY CAKE TINS,5825.93
2011-07,REGENCY TEAPOT ROSES ,5503.4800000000005
2011-07,POSTAGE,5324.65
2011-07,JUMBO BAG DOILEY PATTERNS,4382.86
2011-07,CHILLI LIGHTS,4294.99
2011-07,EDWARDIAN PARASOL NATURAL,4036.28
2011-07,DOORMAT KEEP CALM AND COME IN,3881.7200000000003
2011-07,PICNIC BASKET WICKER LARGE,3839.92
2011-07,DOORMAT FANCY FONT HOME SWEET HOME,3632.98
2011-07,DOORMAT RED RETROSPOT,3496.36
2011-07,DOORMAT NEW ENGLAND,3453.78
2011-07,JAM MAKING SET WITH JARS,3437.44
2011-07,LUNCH BAG DOILEY PATTERN ,3318.0
2011-07,DOORMAT HEARTS,3226.2400000000002
2011-07,ROSES REGENCY TEACUP AND SAUCER ,3133.85
2011-07,ASSORTED COLOUR BIRD ORNAMENT,3129.49
2011-07,JUMBO BAG PINK POLKADOT,3125.27
2011-07,SET 40 HEART SHAPE PETIT FOUR CASES,3090.18
2011-07,CHILDRENS CUTLERY POLKADOT PINK,3019.16
2011-07,JUMBO BAG APPLES,2988.83
2011-07,LUNCH BAG RED RETROSPOT,2927.83
2011-07,RED RETROSPOT CAKE STAND,2921.9399999999996
2011-07,DOORMAT WELCOME PUPPIES,2908.57
2011-07,LUNCH BAG APPLE DESIGN,2889.58
2011-07,WOOD BLACK BOARD ANT WHITE FINISH,2860.33
2011-07,LUNCH BAG CARS BLUE,2795.13
2011-07,JUMBO BAG VINTAGE LEAF,2766.75
2011-07,EDWARDIAN PARASOL BLACK,2725.48
2011-07,ASSORTED COLOURS SILK FAN,2690.98
2011-07,SET/5 RED RETROSPOT LID GLASS BOWLS,2617.94
2011-07,LUNCH BAG SUKI DESIGN ,2606.65
2011-07,DOORMAT BLACK FLOCK ,2579.95
2011-07,SET OF 3 CAKE TINS PANTRY DESIGN ,2521.62
2011-07,3 HOOK PHOTO SHELF ANTIQUE WHITE,2508.57
2011-07,REGENCY SUGAR BOWL GREEN,2491.41
2011-07,JUMBO STORAGE BAG SUKI,2487.19
2011-07,LUNCH BAG PINK POLKADOT,2482.8
2011-07,CHILDRENS CUTLERY POLKADOT BLUE,2429.4700000000003
2011-07,SET OF TEA COFFEE SUGAR TINS PANTRY,2409.2400000000002
2011-07,RECIPE BOX PANTRY YELLOW DESIGN,2395.4300000000003
2011-07,LARGE ZINC HEART WALL ORGANISER,2384.9399999999996
2011-07,PAPER BUNTING RETROSPOT,2378.11
2011-07,LUNCH BAG  BLACK SKULL.,2347.38
2011-08,DOTCOM POSTAGE,13400.52
2011-08,Adjust bad debt,11062.06
2011-08,JUMBO BAG RED RETROSPOT,10796.56
2011-08,REGENCY CAKESTAND 3 TIER,10534.05
2011-08,ASSORTED COLOUR BIRD ORNAMENT,9882.25
2011-08,PARTY BUNTING,9694.85
2011-08,SPOTTY BUNTING,7869.38
2011-08,JUMBO BAG APPLES,6233.72
2011-08,WHITE HANGING HEART T-LIGHT HOLDER,5733.28
2011-08,POSTAGE,5358.6
2011-08,JUMBO BAG PINK POLKADOT,4728.7300000000005
2011-08,JUMBO BAG ALPHABET,4586.53
2011-08,JUMBO BAG STRAWBERRY,4124.33
2011-08,SET OF 3 REGENCY CAKE TINS,4097.400000000001
2011-08,JUMBO BAG VINTAGE DOILY ,4083.37
2011-08,POPCORN HOLDER,4061.35
2011-08,LUNCH BAG RED RETROSPOT,4015.21
2011-08,IVORY DINER WALL CLOCK,3767.2000000000003
2011-08,RED TOADSTOOL LED NIGHT LIGHT,3638.02
2011-08,JUMBO BAG VINTAGE LEAF,3588.98
2011-08,JUMBO STORAGE BAG SUKI,3574.42
2011-08,RABBIT NIGHT LIGHT,3533.57
2011-08,JUMBO BAG OWLS,3487.69
2011-08,JUMBO BAG DOILEY PATTERNS,3483.54
2011-08,SET OF TEA COFFEE SUGAR TINS PANTRY,3339.87
2011-08,Manual,3312.04
2011-08,SPACEBOY LUNCH BOX ,3214.4399999999996
2011-08,ALARM CLOCK BAKELIKE PINK,3173.05
2011-08,SET OF 3 CAKE TINS PANTRY DESIGN ,3160.06
2011-08,LUNCH BAG SUKI DESIGN ,3109.41
2011-08,JUMBO SHOPPER VINTAGE RED PAISLEY,2975.33
2011-08,LUNCH BAG ALPHABET DESIGN,2900.54
2011-08,LUNCH BAG  BLACK SKULL.,2886.25
2011-08,DOLLY GIRL LUNCH BOX,2849.7499999999995
2011-08,ROUND SNACK BOXES SET OF4 WOODLAND ,2825.9900000000002
2011-08,LUNCH BAG CARS BLUE,2751.44
2011-08,ALARM CLOCK BAKELIKE RED ,2750.81
2011-08,LUNCH BAG APPLE DESIGN,2716.65
2011-08,VICTORIAN GLASS HANGING T-LIGHT,2642.7200000000003
2011-08,JUMBO BAG PEARS,2631.66
2011-08,EDWARDIAN PARASOL NATURAL,2614.23
2011-08,LUNCH BAG VINTAGE DOILY ,2480.71
2011-08,JUMBO BAG WOODLAND ANIMALS,2423.42
2011-08,SET 40 HEART SHAPE PETIT FOUR CASES,2405.1
2011-08,SET/3 RED GINGHAM ROSE STORAGE BOX,2404.12
2011-08,JAM MAKING SET WITH JARS,2382.7799999999997
2011-08,ALARM CLOCK BAKELIKE GREEN,2377.56
2011-08,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,2368.31
2011-08,LUNCH BAG SPACEBOY DESIGN ,2356.41
2011-08,LUNCH BAG PINK POLKADOT,2298.07
2011-09,DOTCOM POSTAGE,15177.4
2011-09,SET OF TEA COFFEE SUGAR TINS PANTRY,9981.41
2011-09,REGENCY CAKESTAND 3 TIER,9619.53
2011-09,JUMBO BAG RED RETROSPOT,8884.33
2011-09,WHITE HANGING HEART T-LIGHT HOLDER,7123.21
2011-09,PARTY BUNTING,6402.95
2011-09,HOT WATER BOTTLE KEEP CALM,6313.9400000000005
2011-09,SET OF 3 CAKE TINS PANTRY DESIGN ,6295.03
2011-09,Manual,6085.19
2011-09,PAPER CHAIN KIT 50'S CHRISTMAS ,6006.1
2011-09,POSTAGE,5897.22
2011-09,JUMBO BAG VINTAGE DOILY ,5454.99
2011-09,JUMBO BAG PINK POLKADOT,5383.93
2011-09,HOT WATER BOTTLE TEA AND SYMPATHY,5346.13
2011-09,SCOTTIE DOG HOT WATER BOTTLE,5302.51
2011-09,SPOTTY BUNTING,5221.67
2011-09,PLEASE ONE PERSON METAL SIGN,5058.39
2011-09,ASSORTED COLOUR BIRD ORNAMENT,4993.52
2011-09,PANTRY CHOPPING BOARD,4977.200000000001
2011-09,SET OF 6 SPICE TINS PANTRY DESIGN,4589.17
2011-09,CHRISTMAS LIGHTS 10 REINDEER,4569.33
2011-09,PAPER CHAIN KIT VINTAGE CHRISTMAS,4495.46
2011-09,DOORMAT UNION FLAG,4484.76
2011-09,RETROSPOT HEART HOT WATER BOTTLE,4482.12
2011-09,DOORMAT NEW ENGLAND,4280.17
2011-09,RECIPE BOX PANTRY YELLOW DESIGN,4242.97
2011-09,HAND WARMER OWL DESIGN,4232.320000000001
2011-09,COOK WITH WINE METAL SIGN ,4203.09
2011-09,SET OF 10 LED DOLLY LIGHTS,4086.33
2011-09,JUMBO BAG OWLS,4067.76
2011-09,DOORMAT KEEP CALM AND COME IN,4059.48
2011-09,BAKING SET 9 PIECE RETROSPOT ,3988.07
2011-09,SET OF 3 REGENCY CAKE TINS,3929.32
2011-09,JUMBO SHOPPER VINTAGE RED PAISLEY,3909.67
2011-09,CHOCOLATE HOT WATER BOTTLE,3859.59
2011-09,CHILLI LIGHTS,3677.3900000000003
2011-09,DOORMAT HEARTS,3610.34
2011-09,PANTRY ROLLING PIN,3553.37
2011-09,JUMBO BAG ALPHABET,3531.81
2011-09,HEART OF WICKER LARGE,3509.8500000000004
2011-09,POPCORN HOLDER,3494.33
2011-09,JAM MAKING SET WITH JARS,3488.2
2011-09,RED  HARMONICA IN BOX ,3468.09
2011-09,HEART OF WICKER SMALL,3386.85
2011-09,LOVE HOT WATER BOTTLE,3367.78
2011-09,DOORSTOP RETROSPOT HEART,3346.45
2011-09,JUMBO BAG 50'S CHRISTMAS ,3346.4
2011-09,JUMBO  BAG BAROQUE BLACK WHITE,3296.83
2011-09,DOORMAT FAIRY CAKE,3243.14
2011-09,HOMEMADE JAM SCENTED CANDLES,3210.4799999999996
2011-10,Manual,21548.670000000002
2011-10,DOTCOM POSTAGE,17955.13
2011-10,REGENCY CAKESTAND 3 TIER,13281.24
2011-10,RABBIT NIGHT LIGHT,12256.87
2011-10,DOORMAT KEEP CALM AND COME IN,11598.75
2011-10,JUMBO BAG RED RETROSPOT,10485.81
2011-10,PAPER CHAIN KIT 50'S CHRISTMAS ,10031.390000000001
2011-10,POSTAGE,8025.96
2011-10,FELTCRAFT DOLL MOLLY,6155.599999999999
2011-10,HOT WATER BOTTLE KEEP CALM,6135.99
2011-10,JUMBO BAG PINK POLKADOT,6107.68
2011-10,PINK BLUE FELT CRAFT TRINKET BOX,5281.38
2011-10,HOT WATER BOTTLE TEA AND SYMPATHY,5051.51
2011-10,JUMBO BAG 50'S CHRISTMAS ,4903.59
2011-10,SET OF 3 REGENCY CAKE TINS,4870.61
2011-10,WHITE HANGING HEART T-LIGHT HOLDER,4848.14
2011-10,PAPER CHAIN KIT VINTAGE CHRISTMAS,4833.97
2011-10,POPCORN HOLDER,4813.95
2011-10,ASSORTED COLOUR BIRD ORNAMENT,4686.48
2011-10,CHILLI LIGHTS,4678.13
2011-10,JUMBO BAG VINTAGE DOILY ,4456.67
2011-10,ALARM CLOCK BAKELIKE GREEN,4429.96
2011-10,ROTATING SILVER ANGELS T-LIGHT HLDR,4426.5
2011-10,ALARM CLOCK BAKELIKE RED ,4426.33
2011-10,CHOCOLATE HOT WATER BOTTLE,4335.9400000000005
2011-10,VICTORIAN GLASS HANGING T-LIGHT,4304.099999999999
2011-10,LANDMARK FRAME COVENT GARDEN ,4241.7
2011-10,LANDMARK FRAME OXFORD STREET,4210.26
2011-10,LANDMARK FRAME NOTTING HILL ,4197.8
2011-10,WALL ART CLASSIC PUDDINGS ,4191.5
2011-10,PLEASE ONE PERSON METAL SIGN,4178.63
2011-10,LANDMARK FRAME LONDON BRIDGE ,4066.4900000000002
2011-10,ALARM CLOCK BAKELIKE PINK,4009.08
2011-10,LANDMARK FRAME CAMDEN TOWN ,3885.3
2011-10,RED  HARMONICA IN BOX ,3869.9500000000003
2011-10,BOTANICAL GARDENS WALL CLOCK ,3728.36
2011-10,PARTY BUNTING,3716.48
2011-10,LANDMARK FRAME BAKER STREET ,3572.5
2011-10,JUMBO BAG APPLES,3557.25
2011-10,JUMBO BAG STRAWBERRY,3402.03
2011-10,FELTCRAFT 6 FLOWER FRIENDS,3324.31
2011-10,HAND WARMER OWL DESIGN,3307.84
2011-10,BAKING SET 9 PIECE RETROSPOT ,3181.05
2011-10,SET OF 3 CAKE TINS PANTRY DESIGN ,3168.77
2011-10,JUMBO BAG ALPHABET,3119.82
2011-10,RETROSPOT TEA SET CERAMIC 11 PC ,3092.8
2011-10,SET OF 6 SPICE TINS PANTRY DESIGN,3060.7200000000003
2011-10,FELTCRAFT CUSHION OWL,3023.19
2011-10,SPOTTY BUNTING,3004.48
2011-10,FELTCRAFT BUTTERFLY HEARTS,2965.58
2011-11,DOTCOM POSTAGE,36905.4
2011-11,RABBIT NIGHT LIGHT,34556.72
2011-11,PAPER CHAIN KIT 50'S CHRISTMAS ,28985.04
2011-11,WHITE HANGING HEART T-LIGHT HOLDER,14362.12
2011-11,POPCORN HOLDER,14195.6
2011-11,REGENCY CAKESTAND 3 TIER,13799.58
2011-11,PAPER CHAIN KIT VINTAGE CHRISTMAS,12944.49
2011-11,HOT WATER BOTTLE KEEP CALM,11824.42
2011-11,JUMBO BAG RED RETROSPOT,11641.37
2011-11,CHILLI LIGHTS,11485.77
2011-11,JUMBO BAG 50'S CHRISTMAS ,11094.18
2011-11,POSTAGE,10352.98
2011-11,HOT WATER BOTTLE TEA AND SYMPATHY,10291.14
2011-11,ROTATING SILVER ANGELS T-LIGHT HLDR,9633.54
2011-11,JUMBO BAG VINTAGE DOILY ,9175.75
2011-11,ASSORTED COLOUR BIRD ORNAMENT,8440.94
2011-11,CHOCOLATE HOT WATER BOTTLE,8079.46
2011-11,JUMBO BAG PAISLEY PARK,8013.5
2011-11,BLACK RECORD COVER FRAME,7906.16
2011-11,VINTAGE CHRISTMAS BUNTING,7303.3
2011-11,LOVE HOT WATER BOTTLE,6069.15
2011-11,DOORMAT KEEP CALM AND COME IN,5937.78
2011-11,JUMBO BAG VINTAGE CHRISTMAS ,5935.72
2011-11,GARDENERS KNEELING PAD KEEP CALM ,5872.0
2011-11,3 HEARTS HANGING DECORATION RUSTIC,5815.91
2011-11,RED WOOLLY HOTTIE WHITE HEART.,5794.01
2011-11,HAND WARMER OWL DESIGN,5756.59
2011-11,BAKING SET 9 PIECE RETROSPOT ,5695.76
2011-11,WOODEN ADVENT CALENDAR RED,5660.21
2011-11,HAND WARMER SCOTTY DOG DESIGN,5617.59
2011-11,SCOTTIE DOG HOT WATER BOTTLE,5503.6
2011-11,TRADITIONAL NAUGHTS & CROSSES,5420.43
2011-11,HEART OF WICKER LARGE,5361.38
2011-11,JUMBO BAG ALPHABET,5289.6900000000005
2011-11,VINTAGE DOILY JUMBO BAG RED ,5216.01
2011-11,15CM CHRISTMAS GLASS BALL 20 LIGHTS,5188.78
2011-11,RED  HARMONICA IN BOX ,5175.81
2011-11,SET 6 SCHOOL MILK BOTTLES IN CRATE,5091.19
2011-11,HEART OF WICKER SMALL,5069.47
2011-11,HOT WATER BOTTLE I AM SO POORLY,4956.39
2011-11,ALARM CLOCK BAKELIKE GREEN,4886.49
2011-11,ANTIQUE SILVER T-LIGHT GLASS,4877.78
2011-11,PARTY BUNTING,4740.76
2011-11,JAM MAKING SET WITH JARS,4661.96
2011-11,VINTAGE DOILY TRAVEL SEWING KIT,4617.21
2011-11,RED HANGING HEART T-LIGHT HOLDER,4527.6
2011-11,SPOTTY BUNTING,4463.89
2011-11,WHITE SKULL HOT WATER BOTTLE ,4454.63
2011-11,ALARM CLOCK BAKELIKE RED ,4380.7699999999995
2011-11,RETROSPOT TEA SET CERAMIC 11 PC ,4244.18
2011-12,"PAPER CRAFT , LITTLE BIRDIE",168469.6
2011-12,DOTCOM POSTAGE,19872.69
2011-12,RABBIT NIGHT LIGHT,9643.02
2011-12,PAPER CHAIN KIT 50'S CHRISTMAS ,6870.71
2011-12,REGENCY CAKESTAND 3 TIER,6006.87
2011-12,BLACK RECORD COVER FRAME,5582.43
2011-12,POPCORN HOLDER,5423.8
2011-12,METAL SIGN TAKE IT OR LEAVE IT ,3999.65
2011-12,HOT WATER BOTTLE KEEP CALM,3974.68
2011-12,VINTAGE DOILY JUMBO BAG RED ,3852.2799999999997
2011-12,ALARM CLOCK BAKELIKE RED ,3814.4
2011-12,HOT WATER BOTTLE TEA AND SYMPATHY,3734.7999999999997
2011-12,CHOCOLATE HOT WATER BOTTLE,3470.2400000000002
2011-12,WALL ART KEEP CALM ,3045.6000000000004
2011-12,POSTAGE,2783.29
2011-12,PAPER CHAIN KIT VINTAGE CHRISTMAS,2763.56
2011-12,ROTATING SILVER ANGELS T-LIGHT HLDR,2700.78
2011-12,NATURAL SLATE HEART CHALKBOARD ,2671.36
2011-12,CHILLI LIGHTS,2639.7400000000002
2011-12,BICYCLE PUNCTURE REPAIR KIT ,2595.79
2011-12,RED METAL BOX TOP SECRET,2379.87
2011-12,CHARLOTTE BAG SUKI DESIGN,2351.52
2011-12,WOOD BLACK BOARD ANT WHITE FINISH,2342.58
2011-12,JUMBO BAG 50'S CHRISTMAS ,2244.95
2011-12,JUMBO BAG RED RETROSPOT,2226.9
2011-12,WHITE HANGING HEART T-LIGHT HOLDER,2207.02
2011-12,ANTIQUE HEART SHELF UNIT,2202.28
2011-12,SWEETHEART BIRD HOUSE,2178.73
2011-12,ASSORTED COLOUR BIRD ORNAMENT,2162.7400000000002
2011-12,SCOTTIE DOG HOT WATER BOTTLE,2139.91
2011-12,WHITE SKULL HOT WATER BOTTLE ,2066.91
2011-12,COOK WITH WINE METAL SIGN ,1885.0500000000002
2011-12,VICTORIAN GLASS HANGING T-LIGHT,1884.6599999999999
2011-12,WALL ART BICYCLE SAFETY,1855.19
2011-12,ALARM CLOCK BAKELIKE GREEN,1835.23
2011-12,RED WOOLLY HOTTIE WHITE HEART.,1796.1000000000001
2011-12,HAND OVER THE CHOCOLATE   SIGN ,1792.5500000000002
2011-12,HAND WARMER OWL DESIGN,1758.2100000000003
2011-12,VINTAGE CHRISTMAS BUNTING,1753.45
2011-12,JAM MAKING SET PRINTED,1731.56
2011-12,HOT WATER BOTTLE I AM SO POORLY,1728.48
2011-12,JUMBO BAG VINTAGE CHRISTMAS ,1713.55
2011-12,SET OF 3 REGENCY CAKE TINS,1679.29
2011-12,RECIPE BOX PANTRY YELLOW DESIGN,1662.89
2011-12,CHRISTMAS LIGHTS 10 REINDEER,1659.93
2011-12,CLASSIC BICYCLE CLIPS ,1652.1799999999998
2011-12,GARDENERS KNEELING PAD KEEP CALM ,1650.92
2011-12,COLOURED GLASS STAR T-LIGHT HOLDER,1628.24
2011-12,DOORMAT KEEP CALM AND COME IN,1574.72
2011-12,LANDMARK FRAME CAMDEN TOWN ,1573.42
